loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_asset_value,asset_to_loan_ratio,risk_category,is_low_income
2231,4, Graduate, Yes,5800000,15800000,14,528,6300000,100000,21400000,8700000, Rejected,36500000,2.310126582278481,Low,0
2232,4, Not Graduate, Yes,9400000,20000000,12,817,3600000,1600000,34400000,8000000, Approved,47600000,2.38,High,0
2233,2, Not Graduate, No,6100000,15300000,2,799,7100000,5500000,17800000,5300000, Approved,35700000,2.3333333333333335,High,0
2234,1, Graduate, Yes,7500000,21400000,20,655,13000000,10300000,28100000,8100000, Approved,59500000,2.7803738317757007,Medium,0
2235,2, Not Graduate, No,4100000,16200000,6,546,3500000,3100000,15100000,3700000, Rejected,25400000,1.5679012345679013,Low,0
2236,3, Not Graduate, No,8500000,30800000,14,745,11000000,8200000,19400000,7200000, Approved,45800000,1.4870129870129871,Medium,0
2237,0, Graduate, No,4300000,16900000,8,884,6500000,5400000,12000000,3700000, Approved,27600000,1.6331360946745561,High,0
2238,5, Not Graduate, No,9300000,22000000,4,822,20900000,10000000,24200000,12100000, Approved,67200000,3.0545454545454547,High,0
2239,4, Not Graduate, No,6000000,18700000,2,623,4300000,4000000,19100000,5700000, Approved,33100000,1.7700534759358288,Medium,0
2240,1, Not Graduate, Yes,5300000,18900000,16,361,300000,5000000,11900000,5500000, Rejected,22700000,1.2010582010582012,Low,0
2241,5, Not Graduate, Yes,7400000,16200000,2,778,17000000,2700000,19400000,9200000, Approved,48300000,2.9814814814814814,High,0
2242,1, Not Graduate, Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000, Approved,8000000,2.1052631578947367,High,0
2243,1, Graduate, Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000, Approved,40300000,1.9468599033816425,Low,0
2244,3, Graduate, No,8200000,28300000,2,530,15000000,10500000,20200000,12100000, Approved,57800000,2.0424028268551235,Low,0
2245,3, Not Graduate, No,3300000,9300000,12,324,5300000,2600000,7500000,2000000, Rejected,17400000,1.8709677419354838,Low,0
2246,4, Graduate, Yes,2500000,9000000,10,394,6700000,2000000,7300000,3000000, Rejected,19000000,2.111111111111111,Low,0
2247,3, Graduate, Yes,3300000,10400000,12,816,7100000,6300000,11800000,4900000, Approved,30100000,2.894230769230769,High,0
2248,5, Not Graduate, No,1000000,2300000,16,423,1700000,700000,2900000,1400000, Rejected,6700000,2.9130434782608696,Low,0
2249,5, Graduate, Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000, Rejected,42500000,3.3203125,Low,0
2250,1, Graduate, No,7000000,21000000,20,554,16900000,6600000,14600000,5600000, Approved,43700000,2.080952380952381,Low,0
2251,2, Graduate, Yes,7000000,19000000,6,523,5300000,9300000,25800000,9500000, Rejected,49900000,2.626315789473684,Low,0
2252,1, Not Graduate, Yes,5300000,12000000,10,852,400000,10400000,18900000,5000000, Approved,34700000,2.8916666666666666,High,0
2253,0, Not Graduate, Yes,1800000,3700000,2,505,3900000,2400000,4500000,1400000, Rejected,12200000,3.2972972972972974,Low,0
2254,0, Graduate, Yes,2300000,7900000,10,430,6600000,2800000,8100000,1900000, Rejected,19400000,2.4556962025316458,Low,0
2255,2, Graduate, No,4000000,9200000,16,784,3200000,600000,13000000,4900000, Approved,21700000,2.358695652173913,High,0
2256,1, Not Graduate, No,8900000,24000000,6,380,16500000,7400000,27700000,7500000, Rejected,59100000,2.4625,Low,0
2257,3, Graduate, No,8000000,18600000,20,565,1600000,8600000,22500000,9400000, Approved,42100000,2.263440860215054,Low,0
2258,4, Graduate, Yes,7900000,26900000,14,446,17900000,7300000,16500000,8200000, Rejected,49900000,1.8550185873605949,Low,0
2259,5, Graduate, Yes,6700000,20200000,8,406,6900000,4900000,15300000,7100000, Rejected,34200000,1.693069306930693,Low,0
2260,4, Not Graduate, No,2400000,6000000,6,712,6800000,2200000,6000000,1200000, Approved,16200000,2.7,Medium,0
2261,4, Not Graduate, No,8600000,22600000,14,729,300000,16200000,20500000,11900000, Approved,48900000,2.163716814159292,Medium,0
2262,1, Not Graduate, Yes,5300000,14600000,20,508,11200000,2800000,17000000,4600000, Rejected,35600000,2.4383561643835616,Low,0
2263,0, Graduate, No,7400000,24900000,20,648,7100000,7900000,23300000,6200000, Approved,44500000,1.78714859437751,Medium,0
2264,0, Not Graduate, Yes,8700000,18700000,10,346,1200000,1800000,30700000,8200000, Rejected,41900000,2.2406417112299466,Low,0
2265,5, Graduate, No,8200000,18500000,4,394,9600000,5700000,27400000,11100000, Rejected,53800000,2.908108108108108,Low,0
2266,0, Not Graduate, Yes,3700000,9700000,12,501,2600000,6600000,9200000,4600000, Rejected,23000000,2.3711340206185567,Low,0
2267,5, Not Graduate, Yes,9200000,36300000,2,655,3000000,1200000,32200000,8700000, Approved,45100000,1.2424242424242424,Medium,0
2268,4, Not Graduate, No,6100000,20900000,4,662,10200000,7000000,23300000,4100000, Approved,44600000,2.1339712918660285,Medium,0
2269,2, Graduate, Yes,8800000,30800000,20,820,700000,4800000,25900000,12700000, Approved,44100000,1.4318181818181819,High,0
2270,5, Not Graduate, No,9200000,18900000,10,521,8300000,14500000,23400000,6900000, Rejected,53100000,2.8095238095238093,Low,0
2271,3, Graduate, No,7200000,27900000,12,473,21100000,8800000,27800000,8700000, Rejected,66400000,2.379928315412186,Low,0
2272,1, Graduate, No,600000,1200000,10,561,900000,300000,1400000,600000, Approved,3200000,2.6666666666666665,Low,0
2273,5, Graduate, No,8000000,23100000,20,461,5900000,2400000,29300000,7200000, Rejected,44800000,1.9393939393939394,Low,0
2274,4, Graduate, Yes,6900000,13800000,16,715,2100000,6100000,20900000,8200000, Approved,37300000,2.7028985507246377,Medium,0
2275,0, Not Graduate, Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000, Rejected,22200000,1.4230769230769231,Low,0
2276,3, Not Graduate, Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000, Approved,52600000,2.112449799196787,Medium,0
2277,4, Not Graduate, No,8600000,17400000,2,787,11700000,10600000,18400000,10600000, Approved,51300000,2.9482758620689653,High,0
2278,3, Graduate, No,6300000,13900000,18,748,17700000,8800000,21700000,8600000, Approved,56800000,4.086330935251799,Medium,0
2279,3, Not Graduate, Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000, Rejected,30700000,2.2573529411764706,Low,0
2280,3, Graduate, Yes,1000000,2300000,10,303,1000000,400000,2500000,1000000, Rejected,4900000,2.130434782608696,Low,0
2281,0, Not Graduate, Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000, Approved,9400000,1.7407407407407407,Medium,0
2282,2, Not Graduate, No,3200000,8600000,18,638,1000000,4900000,8600000,3500000, Approved,18000000,2.0930232558139537,Medium,0
2283,0, Graduate, Yes,7500000,16600000,14,440,17200000,14500000,24100000,10300000, Rejected,66100000,3.9819277108433737,Low,0
2284,1, Not Graduate, Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000, Approved,10300000,1.5606060606060606,High,0
2285,3, Not Graduate, No,9100000,19700000,20,437,6300000,13700000,23700000,12900000, Rejected,56600000,2.8730964467005076,Low,0
2286,4, Graduate, Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000, Approved,55000000,2.7918781725888326,High,0
2287,4, Graduate, No,7100000,27200000,16,824,2400000,8000000,22400000,3900000, Approved,36700000,1.349264705882353,High,0
2288,2, Not Graduate, No,200000,800000,6,338,100000,0,400000,100000, Rejected,600000,0.75,Low,1
2289,0, Not Graduate, Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000, Approved,33200000,2.228187919463087,Low,0
2290,0, Not Graduate, Yes,4500000,16900000,8,773,6300000,6800000,14000000,6000000, Approved,33100000,1.9585798816568047,High,0
2291,2, Not Graduate, Yes,5100000,19700000,2,733,0,4500000,12900000,6200000, Approved,23600000,1.1979695431472082,Medium,0
2292,3, Graduate, Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000, Rejected,28100000,2.650943396226415,Low,0
2293,1, Not Graduate, No,7200000,15000000,10,677,10600000,3900000,24500000,4100000, Approved,43100000,2.8733333333333335,Medium,0
2294,3, Not Graduate, No,7800000,17700000,6,403,12600000,3700000,24700000,10000000, Rejected,51000000,2.8813559322033897,Low,0
2295,3, Graduate, Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000, Approved,53000000,2.0948616600790513,High,0
2296,3, Graduate, Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000, Approved,39700000,1.8904761904761904,High,0
2297,4, Graduate, No,7000000,25700000,20,597,19900000,13500000,27500000,10100000, Approved,71000000,2.762645914396887,Low,0
2298,4, Not Graduate, Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000, Approved,48000000,1.5434083601286173,High,0
2299,2, Not Graduate, Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000, Approved,37600000,2.7050359712230216,High,0
2300,2, Not Graduate, No,900000,2000000,14,337,1700000,0,2100000,600000, Rejected,4400000,2.2,Low,0
2301,1, Graduate, No,9800000,26900000,18,792,15900000,14100000,25200000,11900000, Approved,67100000,2.4944237918215615,High,0
2302,4, Not Graduate, No,600000,1600000,6,784,300000,100000,1900000,500000, Approved,2800000,1.75,High,0
2303,5, Graduate, Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000, Rejected,65400000,2.1727574750830563,Low,0
2304,2, Graduate, Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000, Rejected,44100000,1.352760736196319,Low,0
2305,1, Graduate, No,8300000,24900000,10,642,11500000,15400000,21600000,5800000, Approved,54300000,2.180722891566265,Medium,0
2306,4, Graduate, No,7900000,29900000,8,314,22000000,4600000,26000000,8100000, Rejected,60700000,2.0301003344481607,Low,0
2307,1, Not Graduate, No,8600000,25900000,2,606,3700000,14900000,32700000,12200000, Approved,63500000,2.451737451737452,Medium,0
2308,5, Not Graduate, Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000, Approved,38000000,2.159090909090909,High,0
2309,0, Graduate, No,2700000,7400000,10,778,6800000,800000,5600000,2800000, Approved,16000000,2.1621621621621623,High,0
2310,0, Not Graduate, No,6600000,25600000,8,718,12600000,12200000,21700000,9000000, Approved,55500000,2.16796875,Medium,0
2311,1, Graduate, Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000, Rejected,50400000,2.423076923076923,Low,0
2312,5, Graduate, Yes,300000,700000,10,586,0,400000,1000000,100000, Approved,1500000,2.142857142857143,Low,0
2313,2, Graduate, No,2200000,7000000,6,777,6100000,400000,4400000,3300000, Approved,14200000,2.0285714285714285,High,0
2314,1, Graduate, Yes,8700000,31700000,12,525,7800000,10200000,30300000,6100000, Rejected,54400000,1.7160883280757098,Low,0
2315,4, Graduate, No,7200000,23100000,12,632,4600000,8500000,19400000,4400000, Approved,36900000,1.5974025974025974,Medium,0
2316,0, Not Graduate, No,2000000,4800000,20,337,1300000,2200000,5500000,1700000, Rejected,10700000,2.2291666666666665,Low,0
2317,4, Graduate, Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000, Rejected,69900000,2.5053763440860215,Low,0
2318,2, Graduate, Yes,2300000,5400000,8,364,4500000,500000,7000000,2000000, Rejected,14000000,2.5925925925925926,Low,0
2319,2, Not Graduate, Yes,9600000,29800000,16,499,28500000,6300000,31800000,7400000, Rejected,74000000,2.4832214765100673,Low,0
2320,2, Graduate, Yes,1900000,6500000,16,887,2000000,1200000,4500000,1700000, Approved,9400000,1.4461538461538461,High,0
2321,1, Graduate, No,2100000,6300000,16,882,3900000,2200000,7700000,2900000, Approved,16700000,2.6507936507936507,High,0
2322,1, Not Graduate, Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000, Approved,16200000,1.8620689655172413,High,0
2323,5, Not Graduate, Yes,200000,300000,10,704,500000,100000,800000,200000, Approved,1600000,5.333333333333333,Medium,1
2324,1, Not Graduate, Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000, Approved,8800000,1.9555555555555555,Medium,0
2325,0, Not Graduate, Yes,3200000,11600000,4,393,4700000,300000,8000000,3100000, Approved,16100000,1.3879310344827587,Low,0
2326,0, Not Graduate, No,1100000,4300000,18,828,700000,800000,2900000,900000, Approved,5300000,1.2325581395348837,High,0
2327,5, Graduate, Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000, Approved,57900000,2.6930232558139533,High,0
2328,4, Graduate, Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000, Approved,34500000,1.5898617511520738,High,0
2329,5, Graduate, No,3200000,10600000,2,432,6500000,3700000,11200000,3700000, Approved,25100000,2.3679245283018866,Low,0
2330,4, Graduate, Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000, Rejected,72000000,2.3684210526315788,Low,0
2331,0, Not Graduate, Yes,1200000,3200000,2,678,1500000,1000000,3400000,900000, Approved,6800000,2.125,Medium,0
2332,3, Graduate, No,7900000,27000000,6,601,17700000,7800000,27600000,11500000, Approved,64600000,2.3925925925925924,Medium,0
2333,3, Graduate, Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000, Approved,40100000,1.7359307359307359,High,0
2334,2, Not Graduate, No,4400000,16500000,16,879,7800000,7500000,10300000,5400000, Approved,31000000,1.878787878787879,High,0
2335,1, Not Graduate, No,3100000,11200000,18,665,2000000,5400000,12000000,2500000, Approved,21900000,1.9553571428571428,Medium,0
2336,5, Not Graduate, Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000, Approved,17700000,1.903225806451613,Medium,0
2337,4, Graduate, No,5500000,21700000,14,867,5000000,8700000,15200000,3100000, Approved,32000000,1.4746543778801844,High,0
2338,1, Graduate, No,5700000,15500000,8,544,10500000,8700000,20900000,7000000, Rejected,47100000,3.0387096774193547,Low,0
2339,5, Graduate, No,6100000,20700000,20,482,9400000,2000000,16900000,5900000, Rejected,34200000,1.6521739130434783,Low,0
2340,2, Graduate, No,8200000,22500000,18,857,13400000,14300000,28400000,8400000, Approved,64500000,2.8666666666666667,High,0
2341,1, Graduate, No,6000000,21200000,12,549,17900000,8200000,16900000,6200000, Rejected,49200000,2.3207547169811322,Low,0
2342,1, Graduate, Yes,8000000,30600000,10,720,23700000,8500000,24900000,9700000, Approved,66800000,2.183006535947712,Medium,0
2343,4, Not Graduate, No,2000000,4800000,8,302,1500000,800000,4000000,2600000, Rejected,8900000,1.8541666666666667,Low,0
2344,5, Graduate, Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000, Approved,7800000,2.689655172413793,Medium,0
2345,1, Graduate, No,7000000,27100000,6,591,6700000,12200000,21500000,4900000, Approved,45300000,1.6715867158671587,Low,0
2346,3, Graduate, No,4100000,15300000,6,440,7500000,5100000,8200000,2000000, Rejected,22800000,1.4901960784313726,Low,0
2347,3, Graduate, No,8000000,26200000,16,890,15800000,4300000,25000000,4000000, Approved,49100000,1.8740458015267176,High,0
2348,4, Not Graduate, No,8100000,28000000,8,663,8800000,11300000,26000000,5500000, Approved,51600000,1.8428571428571427,Medium,0
2349,4, Graduate, Yes,9500000,22600000,14,433,10000000,900000,23100000,13400000, Rejected,47400000,2.0973451327433628,Low,0
2350,0, Graduate, No,9200000,22500000,10,317,14200000,17400000,28500000,10700000, Rejected,70800000,3.1466666666666665,Low,0
2351,2, Graduate, No,3900000,14700000,16,360,2600000,200000,8300000,2900000, Rejected,14000000,0.9523809523809523,Low,0
2352,1, Graduate, No,9100000,26200000,8,727,20800000,7100000,27800000,8900000, Approved,64600000,2.4656488549618323,Medium,0
2353,3, Graduate, Yes,3000000,8300000,4,685,2900000,5400000,11300000,3800000, Approved,23400000,2.819277108433735,Medium,0
2354,4, Graduate, No,2000000,4300000,8,373,2000000,2700000,7700000,2200000, Rejected,14600000,3.395348837209302,Low,0
2355,5, Graduate, No,6300000,14600000,8,469,13300000,10100000,24500000,3800000, Rejected,51700000,3.541095890410959,Low,0
2356,3, Not Graduate, Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000, Rejected,31500000,2.889908256880734,Low,0
2357,0, Not Graduate, No,9800000,29400000,20,618,1200000,14600000,33800000,8300000, Approved,57900000,1.969387755102041,Medium,0
2358,2, Graduate, No,5200000,15400000,8,658,1200000,7500000,12800000,3200000, Approved,24700000,1.603896103896104,Medium,0
2359,3, Graduate, No,7600000,28700000,18,781,21300000,12400000,29600000,8000000, Approved,71300000,2.484320557491289,High,0
2360,3, Not Graduate, No,9200000,35500000,2,715,11100000,11800000,19800000,11700000, Approved,54400000,1.532394366197183,Medium,0
2361,5, Not Graduate, No,2200000,8100000,4,409,300000,0,4900000,2400000, Rejected,7600000,0.9382716049382716,Low,0
2362,2, Not Graduate, Yes,8300000,20600000,10,504,100000,900000,33200000,6700000, Rejected,40900000,1.9854368932038835,Low,0
2363,3, Graduate, Yes,6100000,21600000,16,428,2900000,6100000,15100000,7200000, Rejected,31300000,1.4490740740740742,Low,0
2364,2, Graduate, No,4500000,16600000,20,704,6400000,4200000,16900000,2400000, Approved,29900000,1.8012048192771084,Medium,0
2365,3, Not Graduate, No,6600000,18800000,12,834,18800000,9300000,13700000,4800000, Approved,46600000,2.478723404255319,High,0
2366,4, Not Graduate, No,8900000,34900000,14,694,15400000,2800000,20600000,9100000, Approved,47900000,1.3724928366762177,Medium,0
2367,4, Graduate, Yes,3900000,13300000,20,453,9800000,500000,12300000,4700000, Rejected,27300000,2.0526315789473686,Low,0
2368,3, Graduate, Yes,8900000,35400000,14,404,22300000,7700000,26400000,5900000, Rejected,62300000,1.7598870056497176,Low,0
2369,5, Not Graduate, No,6400000,22300000,12,776,500000,9100000,24100000,5800000, Approved,39500000,1.7713004484304933,High,0
2370,1, Not Graduate, Yes,9500000,28700000,16,526,24600000,4900000,31800000,6600000, Rejected,67900000,2.3658536585365852,Low,0
2371,3, Graduate, Yes,300000,1000000,8,641,700000,200000,1100000,200000, Approved,2200000,2.2,Medium,0
2372,5, Not Graduate, No,4100000,12300000,6,582,10900000,6100000,14100000,3500000, Approved,34600000,2.813008130081301,Low,0
2373,2, Graduate, No,8100000,20800000,18,778,4100000,15500000,16700000,10600000, Approved,46900000,2.2548076923076925,High,0
2374,4, Graduate, No,9900000,28400000,10,763,23700000,12700000,35800000,5800000, Approved,78000000,2.7464788732394365,High,0
2375,0, Not Graduate, No,4800000,19000000,12,650,7000000,1000000,15600000,4800000, Approved,28400000,1.4947368421052631,Medium,0
2376,0, Graduate, Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000, Approved,21300000,2.195876288659794,High,0
2377,1, Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000, Approved,28000000,2.074074074074074,High,0
2378,1, Not Graduate, Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000, Approved,34700000,2.753968253968254,Medium,0
2379,2, Not Graduate, Yes,5100000,13300000,14,313,5900000,7900000,18000000,3900000, Rejected,35700000,2.6842105263157894,Low,0
2380,5, Graduate, No,7300000,26200000,10,751,1400000,12200000,26700000,10400000, Approved,50700000,1.9351145038167938,High,0
2381,0, Graduate, Yes,200000,300000,18,520,100000,300000,600000,100000, Rejected,1100000,3.6666666666666665,Low,1
2382,2, Graduate, No,1400000,4700000,4,355,2100000,600000,4400000,1400000, Approved,8500000,1.8085106382978724,Low,0
2383,3, Graduate, Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000, Rejected,45600000,1.3571428571428572,Low,0
2384,1, Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000, Approved,15900000,2.694915254237288,Medium,0
2385,3, Graduate, Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000, Approved,64800000,2.1528239202657806,Low,0
2386,0, Not Graduate, Yes,6800000,15300000,14,699,19900000,2600000,13900000,8300000, Approved,44700000,2.9215686274509802,Medium,0
2387,0, Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000, Approved,34200000,2.011764705882353,Medium,0
2388,0, Graduate, Yes,4400000,16800000,14,795,8700000,8700000,12600000,3400000, Approved,33400000,1.9880952380952381,High,0
2389,5, Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000, Approved,47900000,2.575268817204301,Medium,0
2390,4, Graduate, No,7800000,17300000,4,394,3600000,13100000,24300000,7200000, Rejected,48200000,2.786127167630058,Low,0
2391,4, Graduate, Yes,4800000,9900000,14,779,5200000,9300000,18600000,2900000, Approved,36000000,3.6363636363636362,High,0
2392,1, Graduate, No,3200000,8800000,4,405,1000000,2600000,10700000,3400000, Rejected,17700000,2.0113636363636362,Low,0
2393,5, Graduate, Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000, Approved,20800000,3.1044776119402986,Medium,0
2394,5, Not Graduate, Yes,9200000,28100000,10,448,22300000,3300000,33200000,10700000, Rejected,69500000,2.473309608540925,Low,0
2395,2, Not Graduate, Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000, Rejected,29400000,2.145985401459854,Low,0
2396,0, Not Graduate, Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000, Approved,54900000,1.805921052631579,High,0
2397,1, Graduate, Yes,2600000,8600000,6,730,800000,2900000,6000000,3100000, Approved,12800000,1.4883720930232558,Medium,0
2398,3, Not Graduate, No,200000,800000,20,730,0,300000,400000,300000, Approved,1000000,1.25,Medium,1
2399,5, Graduate, No,7300000,17200000,2,345,6100000,8400000,23200000,4900000, Rejected,42600000,2.4767441860465116,Low,0
2400,4, Not Graduate, No,3300000,11800000,2,847,7800000,2400000,12100000,3000000, Approved,25300000,2.1440677966101696,High,0
2401,4, Not Graduate, No,8300000,23300000,20,398,18500000,11500000,17100000,9900000, Rejected,57000000,2.4463519313304722,Low,0
2402,5, Not Graduate, Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000, Rejected,28200000,2.9375,Low,0
2403,1, Not Graduate, No,7300000,23700000,16,852,9400000,6800000,22600000,8500000, Approved,47300000,1.9957805907172996,High,0
2404,1, Not Graduate, No,9300000,27500000,6,364,12200000,13800000,25300000,10800000, Rejected,62100000,2.2581818181818183,Low,0
2405,2, Graduate, Yes,4300000,15200000,12,552,3400000,2100000,12700000,4800000, Approved,23000000,1.513157894736842,Low,0
2406,3, Not Graduate, No,2600000,8100000,2,421,4200000,3100000,6200000,2500000, Approved,16000000,1.9753086419753085,Low,0
2407,5, Graduate, No,2900000,9800000,12,588,5900000,2300000,6800000,2900000, Approved,17900000,1.8265306122448979,Low,0
2408,2, Graduate, Yes,900000,3500000,6,763,2300000,300000,2000000,600000, Approved,5200000,1.4857142857142858,High,0
2409,3, Not Graduate, Yes,4900000,17500000,20,823,12600000,8700000,14300000,4800000, Approved,40400000,2.3085714285714287,High,0
2410,0, Graduate, No,7700000,24800000,10,642,16800000,10700000,27400000,4500000, Approved,59400000,2.3951612903225805,Medium,0
2411,1, Graduate, No,4700000,16800000,12,647,10400000,8300000,10600000,3400000, Approved,32700000,1.9464285714285714,Medium,0
2412,5, Not Graduate, No,3000000,8900000,20,886,2600000,1000000,10600000,2800000, Approved,17000000,1.9101123595505618,High,0
2413,4, Not Graduate, No,9700000,26200000,4,518,26200000,0,22500000,14000000, Rejected,62700000,2.3931297709923665,Low,0
2414,0, Graduate, Yes,6900000,26800000,20,515,10800000,2500000,16700000,8300000, Rejected,38300000,1.4291044776119404,Low,0
2415,2, Not Graduate, Yes,3800000,12400000,8,340,1800000,2600000,9700000,2600000, Rejected,16700000,1.346774193548387,Low,0
2416,3, Not Graduate, Yes,600000,1700000,14,521,0,1000000,1700000,600000, Rejected,3300000,1.9411764705882353,Low,0
2417,2, Not Graduate, Yes,1200000,2900000,12,330,400000,1600000,3800000,600000, Rejected,6400000,2.206896551724138,Low,0
2418,4, Not Graduate, Yes,7800000,26800000,2,474,8900000,11200000,18400000,5600000, Approved,44100000,1.6455223880597014,Low,0
2419,0, Not Graduate, No,9000000,35100000,6,898,500000,16200000,20700000,9100000, Approved,46500000,1.3247863247863247,High,0
2420,1, Not Graduate, No,2800000,9100000,12,436,3600000,500000,7800000,3600000, Rejected,15500000,1.7032967032967032,Low,0
2421,1, Not Graduate, No,7800000,21300000,10,326,22800000,10700000,18500000,4500000, Rejected,56500000,2.652582159624413,Low,0
2422,4, Graduate, Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000, Approved,40500000,4.2631578947368425,High,0
2423,2, Graduate, No,4600000,17500000,20,597,11400000,6100000,14100000,4100000, Approved,35700000,2.04,Low,0
2424,4, Graduate, No,5100000,16100000,14,436,11400000,2700000,13100000,6700000, Rejected,33900000,2.1055900621118013,Low,0
2425,3, Not Graduate, Yes,6100000,22800000,18,640,16800000,7300000,19600000,6000000, Approved,49700000,2.1798245614035086,Medium,0
2426,0, Not Graduate, No,6000000,22900000,16,302,12200000,6500000,17700000,7100000, Rejected,43500000,1.8995633187772927,Low,0
2427,2, Not Graduate, No,8400000,23200000,16,476,15200000,5400000,18700000,8600000, Rejected,47900000,2.064655172413793,Low,0
2428,2, Graduate, No,9300000,22000000,14,393,4300000,3800000,28400000,13900000, Rejected,50400000,2.290909090909091,Low,0
2429,0, Graduate, No,4200000,10300000,10,506,9300000,4500000,12400000,6000000, Rejected,32200000,3.1262135922330097,Low,0
2430,3, Graduate, No,9600000,37800000,10,418,6700000,5500000,34900000,11300000, Rejected,58400000,1.5449735449735449,Low,0
2431,3, Graduate, No,5600000,13400000,6,865,14900000,9700000,12300000,6000000, Approved,42900000,3.201492537313433,High,0
2432,4, Graduate, No,7800000,28600000,2,703,500000,12400000,29500000,10500000, Approved,52900000,1.8496503496503496,Medium,0
2433,2, Graduate, Yes,4500000,12600000,2,568,6900000,3900000,17800000,2900000, Approved,31500000,2.5,Low,0
2434,3, Graduate, No,2400000,5900000,2,425,1100000,500000,7400000,2500000, Rejected,11500000,1.9491525423728813,Low,0
2435,0, Not Graduate, No,3900000,11300000,12,305,5000000,5900000,8800000,2100000, Rejected,21800000,1.9292035398230087,Low,0
2436,5, Graduate, Yes,9600000,20600000,6,456,17300000,11000000,21700000,11600000, Rejected,61600000,2.9902912621359223,Low,0
2437,4, Not Graduate, No,900000,2600000,2,602,600000,800000,3200000,1000000, Approved,5600000,2.1538461538461537,Medium,0
2438,3, Graduate, Yes,1100000,3800000,20,814,1400000,1500000,3200000,1100000, Approved,7200000,1.894736842105263,High,0
2439,4, Not Graduate, No,6400000,24900000,2,640,10000000,5700000,18700000,6300000, Approved,40700000,1.6345381526104417,Medium,0
2440,2, Graduate, No,4600000,15000000,4,817,7200000,2400000,13000000,6600000, Approved,29200000,1.9466666666666668,High,0
2441,4, Graduate, No,7600000,29800000,20,361,13800000,5800000,15300000,5900000, Rejected,40800000,1.3691275167785235,Low,0
2442,5, Not Graduate, No,6800000,20100000,14,839,1900000,600000,15600000,7500000, Approved,25600000,1.2736318407960199,High,0
2443,5, Graduate, No,7100000,27000000,20,592,5100000,9600000,20200000,7600000, Approved,42500000,1.5740740740740742,Low,0
2444,4, Not Graduate, Yes,6700000,24700000,6,498,12900000,700000,18800000,8400000, Rejected,40800000,1.6518218623481782,Low,0
2445,5, Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000, Approved,35800000,2.8870967741935485,High,0
2446,0, Graduate, Yes,8600000,29400000,16,643,1000000,14100000,33000000,12300000, Approved,60400000,2.054421768707483,Medium,0
2447,0, Graduate, Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000, Approved,24700000,2.330188679245283,Low,0
2448,2, Graduate, Yes,4800000,17500000,20,381,400000,6900000,13400000,7000000, Rejected,27700000,1.582857142857143,Low,0
2449,5, Graduate, Yes,6100000,14400000,16,400,9200000,2800000,23800000,5600000, Rejected,41400000,2.875,Low,0
