loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,loan_term_years,cibil_score,risk_category,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,total_assets_value,debt_to_income_ratio,asset_to_loan_ratio,has_dependents,is_low_income,loan_status,loan_status_code
1815,5," Not Graduate"," No",6000000,19700000,20,1.6667,376,Low,14700000,10700000,17100000,5500000,48000000,3.28333,2.43655,1,0," Rejected",0
1816,1," Graduate"," No",5100000,13800000,14,1.1667,350,Low,6200000,2200000,12600000,3600000,24600000,2.70588,1.78261,1,0," Rejected",0
1817,5," Not Graduate"," Yes",8000000,22500000,20,1.6667,784,High,7600000,7300000,26000000,10800000,51700000,2.81250,2.29778,1,0," Approved",1
1818,4," Graduate"," Yes",9200000,25400000,14,1.1667,765,High,21200000,6600000,25100000,5600000,58500000,2.76087,2.30315,1,0," Approved",1
1819,4," Not Graduate"," No",9800000,32200000,18,1.5000,593,Low,9500000,400000,34000000,14300000,58200000,3.28571,1.80745,1,0," Approved",1
1820,3," Graduate"," Yes",7600000,30000000,10,0.8333,344,Low,19000000,13700000,27600000,11100000,71400000,3.94737,2.38000,1,0," Rejected",0
1821,1," Graduate"," No",5100000,11800000,12,1.0000,314,Low,14700000,7600000,12400000,4900000,39600000,2.31373,3.35593,1,0," Rejected",0
1822,4," Graduate"," Yes",1500000,3300000,16,1.3333,382,Low,200000,2400000,3200000,1100000,6900000,2.20000,2.09091,1,0," Rejected",0
1823,2," Not Graduate"," Yes",6200000,16500000,4,0.3333,510,Low,14100000,4700000,18200000,6300000,43300000,2.66129,2.62424,1,0," Rejected",0
1824,2," Graduate"," Yes",6300000,24600000,8,0.6667,464,Low,7700000,2200000,13000000,6900000,29800000,3.90476,1.21138,1,0," Rejected",0
1825,1," Graduate"," Yes",5500000,14900000,2,0.1667,403,Low,7400000,8900000,19700000,4100000,40100000,2.70909,2.69128,1,0," Rejected",0
1826,3," Not Graduate"," No",8100000,30400000,12,1.0000,606,Medium,900000,1100000,31900000,11600000,45500000,3.75309,1.49671,1,0," Approved",1
1827,1," Graduate"," No",6300000,22000000,20,1.6667,646,Medium,9500000,7900000,13500000,5500000,36400000,3.49206,1.65455,1,0," Approved",1
1828,1," Graduate"," No",1100000,3600000,20,1.6667,495,Low,1600000,1100000,3100000,500000,6300000,3.27273,1.75000,1,0," Rejected",0
1829,3," Not Graduate"," Yes",7200000,21600000,2,0.1667,626,Medium,10600000,1600000,26900000,3700000,42800000,3.00000,1.98148,1,0," Approved",1
1830,1," Not Graduate"," Yes",3000000,6000000,16,1.3333,518,Low,3800000,1700000,11600000,3900000,21000000,2.00000,3.50000,1,0," Rejected",0
1831,5," Graduate"," No",2700000,7600000,8,0.6667,746,Medium,900000,2200000,7200000,3400000,13700000,2.81481,1.80263,1,0," Approved",1
1832,0," Not Graduate"," No",5000000,16300000,12,1.0000,737,Medium,2600000,3400000,11800000,4400000,22200000,3.26000,1.36196,0,0," Approved",1
1833,0," Not Graduate"," No",8400000,22300000,14,1.1667,371,Low,8300000,3700000,22300000,9100000,43400000,2.65476,1.94619,0,0," Rejected",0
1834,1," Graduate"," No",7700000,27300000,8,0.6667,509,Low,10100000,2200000,20200000,10800000,43300000,3.54545,1.58608,1,0," Rejected",0
1835,1," Graduate"," No",4700000,14000000,2,0.1667,411,Low,4600000,5100000,10600000,3700000,24000000,2.97872,1.71429,1,0," Rejected",0
1836,2," Not Graduate"," No",4300000,11800000,20,1.6667,701,Medium,11600000,4600000,14200000,3300000,33700000,2.74419,2.85593,1,0," Approved",1
1837,5," Not Graduate"," No",2500000,8800000,10,0.8333,769,High,3700000,1600000,8200000,2700000,16200000,3.52000,1.84091,1,0," Approved",1
1838,5," Not Graduate"," Yes",4400000,12500000,6,0.5000,740,Medium,8200000,2300000,9900000,5400000,25800000,2.84091,2.06400,1,0," Approved",1
1839,5," Not Graduate"," No",5700000,11600000,4,0.3333,892,High,10200000,6100000,19800000,7400000,43500000,2.03509,3.75000,1,0," Approved",1
1840,2," Not Graduate"," No",5300000,13100000,14,1.1667,417,Low,4900000,6200000,18200000,6800000,36100000,2.47170,2.75573,1,0," Rejected",0
1841,5," Graduate"," No",4600000,14400000,6,0.5000,785,High,6500000,6300000,14700000,6200000,33700000,3.13043,2.34028,1,0," Approved",1
1842,3," Not Graduate"," No",400000,1100000,16,1.3333,504,Low,200000,400000,800000,400000,1800000,2.75000,1.63636,1,0," Rejected",0
1843,0," Not Graduate"," No",2100000,5900000,14,1.1667,402,Low,4400000,0,4800000,1000000,10200000,2.80952,1.72881,0,0," Rejected",0
1844,2," Graduate"," Yes",1200000,3500000,16,1.3333,540,Low,3100000,1800000,3500000,800000,9200000,2.91667,2.62857,1,0," Rejected",0
1845,2," Graduate"," Yes",8000000,28400000,10,0.8333,607,Medium,11400000,3800000,29000000,11600000,55800000,3.55000,1.96479,1,0," Approved",1
1846,1," Graduate"," Yes",5000000,19400000,10,0.8333,410,Low,11600000,6200000,11700000,4500000,34000000,3.88000,1.75258,1,0," Rejected",0
1847,0," Not Graduate"," No",8500000,17200000,12,1.0000,624,Medium,6500000,8400000,18600000,5100000,38600000,2.02353,2.24419,0,0," Approved",1
1848,4," Graduate"," No",4600000,16600000,16,1.3333,805,High,4800000,8000000,11500000,2800000,27100000,3.60870,1.63253,1,0," Approved",1
1849,2," Graduate"," No",4600000,16100000,18,1.5000,709,Medium,7100000,9000000,13800000,5400000,35300000,3.50000,2.19255,1,0," Approved",1
1850,2," Not Graduate"," Yes",8500000,30900000,14,1.1667,511,Low,23300000,4400000,21900000,5500000,55100000,3.63529,1.78317,1,0," Rejected",0
1851,1," Graduate"," Yes",7800000,25100000,18,1.5000,766,High,6900000,7200000,16600000,10200000,40900000,3.21795,1.62948,1,0," Approved",1
1852,3," Not Graduate"," Yes",1400000,3800000,16,1.3333,451,Low,3100000,1300000,4300000,1300000,10000000,2.71429,2.63158,1,0," Rejected",0
1853,1," Not Graduate"," Yes",3700000,10200000,4,0.3333,447,Low,300000,2000000,14500000,3200000,20000000,2.75676,1.96078,1,0," Rejected",0
1854,3," Not Graduate"," Yes",1000000,2500000,18,1.5000,763,High,400000,1100000,2100000,1400000,5000000,2.50000,2.00000,1,0," Approved",1
1855,5," Not Graduate"," No",900000,3100000,20,1.6667,834,High,1000000,900000,2100000,1300000,5300000,3.44444,1.70968,1,0," Approved",1
1856,2," Graduate"," No",5600000,19500000,8,0.6667,429,Low,6100000,2200000,21100000,7200000,36600000,3.48214,1.87692,1,0," Rejected",0
1857,4," Not Graduate"," No",3200000,10600000,16,1.3333,693,Medium,7800000,4900000,10400000,1800000,24900000,3.31250,2.34906,1,0," Approved",1
1858,1," Graduate"," No",2900000,11100000,20,1.6667,478,Low,4200000,2900000,8500000,3000000,18600000,3.82759,1.67568,1,0," Rejected",0
1859,2," Graduate"," Yes",300000,800000,10,0.8333,752,High,600000,300000,1000000,400000,2300000,2.66667,2.87500,1,0," Approved",1
1860,0," Graduate"," Yes",2400000,5900000,14,1.1667,319,Low,2000000,4200000,9500000,3300000,19000000,2.45833,3.22034,0,0," Rejected",0
1861,3," Graduate"," No",5000000,17600000,8,0.6667,303,Low,6300000,9600000,12800000,6900000,35600000,3.52000,2.02273,1,0," Rejected",0
1862,3," Not Graduate"," Yes",5000000,16700000,20,1.6667,420,Low,1100000,5000000,18700000,6900000,31700000,3.34000,1.89820,1,0," Rejected",0
1863,2," Not Graduate"," Yes",200000,600000,8,0.6667,552,Low,400000,200000,700000,200000,1500000,3.00000,2.50000,1,1," Approved",1
1864,3," Not Graduate"," Yes",6000000,16000000,12,1.0000,606,Medium,2600000,11600000,19300000,7800000,41300000,2.66667,2.58125,1,0," Approved",1
1865,2," Not Graduate"," No",5600000,13700000,2,0.1667,558,Low,7500000,9300000,12100000,6700000,35600000,2.44643,2.59854,1,0," Approved",1
1866,1," Not Graduate"," No",4500000,12400000,6,0.5000,504,Low,12000000,3200000,13100000,2200000,30500000,2.75556,2.45968,1,0," Rejected",0
1867,5," Not Graduate"," Yes",200000,300000,8,0.6667,412,Low,-100000,100000,500000,100000,600000,1.50000,2.00000,1,1," Rejected",0
1868,4," Not Graduate"," Yes",6200000,18300000,4,0.3333,900,High,16900000,3400000,15300000,6400000,42000000,2.95161,2.29508,1,0," Approved",1
1869,4," Not Graduate"," Yes",9800000,23800000,8,0.6667,634,Medium,12800000,9300000,37600000,6100000,65800000,2.42857,2.76471,1,0," Approved",1
1870,5," Graduate"," Yes",3900000,9000000,8,0.6667,340,Low,4900000,6800000,9000000,5200000,25900000,2.30769,2.87778,1,0," Rejected",0
1871,3," Not Graduate"," Yes",8300000,20900000,4,0.3333,615,Medium,4400000,200000,19000000,9600000,33200000,2.51807,1.58852,1,0," Approved",1
1872,2," Graduate"," Yes",4900000,12200000,18,1.5000,353,Low,7000000,200000,14400000,3600000,25200000,2.48980,2.06557,1,0," Rejected",0
1873,4," Graduate"," Yes",6900000,16300000,8,0.6667,606,Medium,5800000,900000,23700000,3600000,34000000,2.36232,2.08589,1,0," Approved",1
1874,2," Not Graduate"," No",4500000,14500000,18,1.5000,498,Low,7900000,200000,13500000,4800000,26400000,3.22222,1.82069,1,0," Rejected",0
1875,4," Not Graduate"," No",7500000,21900000,2,0.1667,585,Low,6800000,12200000,27500000,8100000,54600000,2.92000,2.49315,1,0," Approved",1
1876,1," Not Graduate"," Yes",2300000,6400000,8,0.6667,578,Low,3600000,1800000,7000000,3000000,15400000,2.78261,2.40625,1,0," Approved",1
1877,1," Graduate"," No",7400000,15500000,2,0.1667,693,Medium,3000000,12800000,21800000,9300000,46900000,2.09459,3.02581,1,0," Approved",1
1878,4," Graduate"," No",4800000,14300000,6,0.5000,795,High,5900000,0,11100000,2600000,19600000,2.97917,1.37063,1,0," Approved",1
1879,1," Graduate"," No",2600000,9900000,6,0.5000,594,Low,2900000,4300000,6700000,2500000,16400000,3.80769,1.65657,1,0," Approved",1
1880,3," Not Graduate"," Yes",2700000,10600000,8,0.6667,840,High,500000,3000000,9000000,1900000,14400000,3.92593,1.35849,1,0," Approved",1
1881,3," Not Graduate"," No",3700000,10900000,16,1.3333,301,Low,7800000,2300000,9600000,3400000,23100000,2.94595,2.11927,1,0," Rejected",0
1882,4," Graduate"," Yes",2600000,9400000,18,1.5000,481,Low,2700000,4400000,8600000,2400000,18100000,3.61538,1.92553,1,0," Rejected",0
1883,5," Not Graduate"," Yes",8800000,23100000,16,1.3333,531,Low,20800000,2600000,22100000,8000000,53500000,2.62500,2.31602,1,0," Rejected",0
1884,2," Not Graduate"," No",7500000,15400000,8,0.6667,332,Low,8300000,3100000,23700000,5400000,40500000,2.05333,2.62987,1,0," Rejected",0
1885,0," Graduate"," No",4700000,18500000,4,0.3333,516,Low,1000000,8400000,10400000,6100000,25900000,3.93617,1.40000,0,0," Approved",1
1886,2," Not Graduate"," No",7100000,26600000,6,0.5000,727,Medium,16500000,9800000,21100000,7900000,55300000,3.74648,2.07895,1,0," Approved",1
1887,3," Not Graduate"," Yes",5500000,19300000,10,0.8333,344,Low,14400000,1300000,12400000,6600000,34700000,3.50909,1.79793,1,0," Rejected",0
1888,2," Graduate"," No",9500000,31500000,12,1.0000,650,Medium,17600000,16600000,22200000,11400000,67800000,3.31579,2.15238,1,0," Approved",1
1889,3," Graduate"," Yes",4200000,15400000,8,0.6667,362,Low,9900000,5300000,15500000,5600000,36300000,3.66667,2.35714,1,0," Rejected",0
1890,5," Graduate"," Yes",6900000,18600000,18,1.5000,307,Low,3500000,4800000,25300000,4200000,37800000,2.69565,2.03226,1,0," Rejected",0
1891,5," Graduate"," No",9900000,24600000,2,0.1667,530,Low,24200000,12800000,20400000,13000000,70400000,2.48485,2.86179,1,0," Rejected",0
1892,5," Graduate"," No",6700000,17700000,6,0.5000,482,Low,3200000,10400000,18500000,5700000,37800000,2.64179,2.13559,1,0," Rejected",0
1893,0," Not Graduate"," Yes",9300000,22200000,14,1.1667,701,Medium,600000,10100000,35900000,5700000,52300000,2.38710,2.35586,0,0," Approved",1
1894,2," Graduate"," No",5600000,17200000,16,1.3333,586,Low,13700000,2100000,14300000,4300000,34400000,3.07143,2.00000,1,0," Approved",1
1895,0," Graduate"," Yes",8100000,17600000,16,1.3333,384,Low,15200000,13300000,31700000,10200000,70400000,2.17284,4.00000,0,0," Rejected",0
1896,4," Not Graduate"," No",6000000,18000000,18,1.5000,882,High,6700000,2500000,12200000,7500000,28900000,3.00000,1.60556,1,0," Approved",1
1897,5," Not Graduate"," Yes",4200000,11200000,2,0.1667,758,High,5300000,6500000,9600000,3800000,25200000,2.66667,2.25000,1,0," Approved",1
1898,5," Graduate"," No",1600000,4000000,18,1.5000,529,Low,300000,1200000,5300000,2000000,8800000,2.50000,2.20000,1,0," Rejected",0
1899,3," Graduate"," Yes",800000,1500000,2,0.1667,589,Low,1500000,1100000,1800000,400000,4800000,1.87500,3.20000,1,0," Approved",1
1900,1," Graduate"," No",500000,1300000,6,0.5000,670,Medium,1000000,500000,1400000,700000,3600000,2.60000,2.76923,1,0," Approved",1
1901,5," Not Graduate"," Yes",4300000,14100000,12,1.0000,532,Low,12600000,5700000,12000000,4600000,34900000,3.27907,2.47518,1,0," Rejected",0
1902,0," Not Graduate"," No",4000000,12500000,18,1.5000,868,High,11000000,800000,14400000,2300000,28500000,3.12500,2.28000,0,0," Approved",1
1903,2," Not Graduate"," No",2900000,7300000,2,0.1667,776,High,8300000,3000000,8500000,3400000,23200000,2.51724,3.17808,1,0," Approved",1
1904,5," Graduate"," Yes",2300000,9100000,16,1.3333,644,Medium,4000000,2600000,6600000,3100000,16300000,3.95652,1.79121,1,0," Approved",1
1905,0," Graduate"," Yes",1800000,6000000,12,1.0000,658,Medium,2900000,2300000,4500000,2400000,12100000,3.33333,2.01667,0,0," Approved",1
1906,1," Graduate"," Yes",8700000,33900000,10,0.8333,766,High,16300000,700000,19500000,9000000,45500000,3.89655,1.34218,1,0," Approved",1
1907,3," Not Graduate"," No",7800000,21100000,12,1.0000,717,Medium,1200000,10700000,19900000,6200000,38000000,2.70513,1.80095,1,0," Approved",1
1908,2," Graduate"," No",3200000,6300000,10,0.8333,339,Low,300000,4900000,7300000,2700000,15200000,1.96875,2.41270,1,0," Rejected",0
1909,0," Not Graduate"," No",1600000,4500000,18,1.5000,463,Low,100000,2000000,4100000,1800000,8000000,2.81250,1.77778,0,0," Rejected",0
1910,4," Not Graduate"," No",2400000,7300000,4,0.3333,540,Low,2500000,300000,7800000,2200000,12800000,3.04167,1.75342,1,0," Approved",1
1911,1," Graduate"," No",1800000,5900000,16,1.3333,804,High,800000,2500000,5000000,1000000,9300000,3.27778,1.57627,1,0," Approved",1
1912,1," Graduate"," No",7500000,16000000,10,0.8333,541,Low,16300000,4500000,22400000,5100000,48300000,2.13333,3.01875,1,0," Rejected",0
1913,4," Not Graduate"," Yes",6700000,18400000,10,0.8333,371,Low,1900000,1400000,15700000,4400000,23400000,2.74627,1.27174,1,0," Rejected",0
1914,5," Graduate"," No",5800000,13700000,6,0.5000,369,Low,10500000,2700000,12100000,3000000,28300000,2.36207,2.06569,1,0," Rejected",0
1915,0," Not Graduate"," No",500000,1800000,2,0.1667,651,Medium,700000,0,1700000,200000,2600000,3.60000,1.44444,0,0," Approved",1
1916,0," Graduate"," Yes",9400000,30700000,10,0.8333,477,Low,17400000,900000,27500000,6200000,52000000,3.26596,1.69381,0,0," Rejected",0
1917,4," Not Graduate"," No",1600000,6200000,18,1.5000,554,Low,3200000,800000,5500000,1100000,10600000,3.87500,1.70968,1,0," Approved",1
1918,0," Graduate"," Yes",9300000,25000000,14,1.1667,362,Low,14900000,16100000,32300000,11000000,74300000,2.68817,2.97200,0,0," Rejected",0
1919,5," Graduate"," No",3700000,14000000,2,0.1667,469,Low,3800000,600000,8000000,2800000,15200000,3.78378,1.08571,1,0," Approved",1
1920,3," Not Graduate"," No",900000,1900000,12,1.0000,547,Low,2400000,400000,3000000,400000,6200000,2.11111,3.26316,1,0," Rejected",0
1921,4," Not Graduate"," No",500000,1300000,6,0.5000,809,High,200000,300000,900000,500000,1900000,2.60000,1.46154,1,0," Approved",1
1922,1," Graduate"," Yes",7800000,16200000,2,0.1667,335,Low,4900000,7900000,28700000,6400000,47900000,2.07692,2.95679,1,0," Rejected",0
1923,5," Not Graduate"," Yes",5300000,13700000,18,1.5000,708,Medium,7600000,900000,19200000,5900000,33600000,2.58491,2.45255,1,0," Approved",1
1924,0," Graduate"," No",300000,700000,16,1.3333,779,High,200000,0,1000000,400000,1600000,2.33333,2.28571,0,0," Approved",1
1925,0," Graduate"," Yes",5000000,19900000,6,0.5000,748,Medium,8300000,8500000,11300000,3000000,31100000,3.98000,1.56281,0,0," Approved",1
1926,0," Graduate"," No",7900000,28600000,18,1.5000,541,Low,400000,3900000,22300000,6700000,33300000,3.62025,1.16434,0,0," Rejected",0
1927,4," Graduate"," No",5300000,15800000,2,0.1667,527,Low,3800000,5200000,19700000,3900000,32600000,2.98113,2.06329,1,0," Rejected",0
1928,0," Not Graduate"," Yes",5500000,15300000,4,0.3333,859,High,4600000,9500000,21400000,2900000,38400000,2.78182,2.50980,0,0," Approved",1
1929,0," Graduate"," No",1500000,5600000,18,1.5000,604,Medium,2000000,2400000,4400000,1800000,10600000,3.73333,1.89286,0,0," Approved",1
1930,5," Graduate"," No",6600000,20100000,18,1.5000,348,Low,6900000,2500000,22500000,7200000,39100000,3.04545,1.94527,1,0," Rejected",0
1931,4," Graduate"," Yes",6200000,16200000,20,1.6667,734,Medium,8800000,4000000,14600000,4400000,31800000,2.61290,1.96296,1,0," Approved",1
1932,3," Graduate"," No",6300000,17000000,16,1.3333,388,Low,11700000,2100000,16100000,3200000,33100000,2.69841,1.94706,1,0," Rejected",0
1933,0," Graduate"," Yes",3800000,8100000,20,1.6667,831,High,6500000,1700000,7700000,2000000,17900000,2.13158,2.20988,0,0," Approved",1
1934,5," Not Graduate"," No",500000,1500000,6,0.5000,433,Low,-100000,700000,1900000,700000,3200000,3.00000,2.13333,1,0," Rejected",0
1935,2," Graduate"," Yes",5000000,15900000,16,1.3333,699,Medium,8800000,5900000,18100000,7200000,40000000,3.18000,2.51572,1,0," Approved",1
1936,0," Not Graduate"," No",4500000,17100000,8,0.6667,303,Low,7400000,8200000,17400000,4200000,37200000,3.80000,2.17544,0,0," Rejected",0
1937,4," Not Graduate"," No",1000000,3800000,2,0.1667,611,Medium,1700000,1800000,2500000,600000,6600000,3.80000,1.73684,1,0," Approved",1
1938,2," Graduate"," No",1700000,3700000,20,1.6667,558,Low,4100000,1400000,5000000,2500000,13000000,2.17647,3.51351,1,0," Approved",1
1939,4," Graduate"," Yes",1200000,4800000,2,0.1667,752,High,2800000,900000,3000000,600000,7300000,4.00000,1.52083,1,0," Approved",1
1940,5," Not Graduate"," Yes",8500000,25800000,14,1.1667,786,High,13900000,11000000,32400000,11300000,68600000,3.03529,2.65891,1,0," Approved",1
1941,0," Graduate"," No",8600000,29000000,18,1.5000,481,Low,21200000,2600000,27700000,5400000,56900000,3.37209,1.96207,0,0," Rejected",0
1942,2," Graduate"," No",400000,1300000,16,1.3333,507,Low,200000,200000,1500000,300000,2200000,3.25000,1.69231,1,0," Rejected",0
1943,4," Graduate"," No",8700000,19800000,14,1.1667,715,Medium,13500000,13400000,32000000,8500000,67400000,2.27586,3.40404,1,0," Approved",1
1944,0," Not Graduate"," No",1800000,5700000,20,1.6667,392,Low,3800000,2400000,3500000,1400000,11100000,3.16667,1.94737,0,0," Rejected",0
1945,0," Graduate"," Yes",4700000,17700000,16,1.3333,887,High,1300000,4900000,13200000,6700000,26100000,3.76596,1.47458,0,0," Approved",1
1946,0," Not Graduate"," No",7300000,21600000,2,0.1667,479,Low,17900000,12300000,15900000,7500000,53600000,2.95890,2.48148,0,0," Rejected",0
1947,2," Graduate"," No",8400000,32100000,20,1.6667,328,Low,16300000,4600000,19500000,8000000,48400000,3.82143,1.50779,1,0," Rejected",0
1948,2," Graduate"," Yes",4800000,12900000,8,0.6667,740,Medium,9300000,900000,11000000,3700000,24900000,2.68750,1.93023,1,0," Approved",1
1949,2," Graduate"," No",9200000,34200000,2,0.1667,456,Low,12200000,11300000,25800000,5700000,55000000,3.71739,1.60819,1,0," Approved",1
1950,1," Not Graduate"," No",6200000,21100000,10,0.8333,467,Low,15600000,10500000,23500000,5300000,54900000,3.40323,2.60190,1,0," Rejected",0
1951,0," Graduate"," Yes",200000,700000,10,0.8333,587,Low,-100000,100000,500000,100000,600000,3.50000,0.85714,0,1," Rejected",0
1952,0," Not Graduate"," Yes",2500000,6700000,16,1.3333,569,Low,4500000,3400000,6200000,1300000,15400000,2.68000,2.29851,0,0," Approved",1
1953,3," Not Graduate"," Yes",8000000,24400000,14,1.1667,399,Low,19100000,5400000,20600000,11600000,56700000,3.05000,2.32377,1,0," Rejected",0
1954,1," Not Graduate"," No",4600000,15200000,4,0.3333,593,Low,13800000,3800000,11700000,3900000,33200000,3.30435,2.18421,1,0," Approved",1
1955,3," Not Graduate"," Yes",4900000,12700000,8,0.6667,409,Low,2000000,2500000,19300000,4700000,28500000,2.59184,2.24409,1,0," Rejected",0
1956,4," Not Graduate"," No",9500000,21300000,18,1.5000,353,Low,22900000,2300000,21400000,11100000,57700000,2.24211,2.70892,1,0," Rejected",0
1957,5," Graduate"," Yes",4500000,11600000,20,1.6667,306,Low,4800000,1900000,11900000,5700000,24300000,2.57778,2.09483,1,0," Rejected",0
1958,2," Graduate"," Yes",5900000,14200000,12,1.0000,499,Low,9200000,11600000,20200000,4400000,45400000,2.40678,3.19718,1,0," Rejected",0
1959,4," Graduate"," No",4200000,14600000,6,0.5000,324,Low,6300000,5900000,11700000,3000000,26900000,3.47619,1.84247,1,0," Rejected",0
1960,2," Not Graduate"," Yes",3300000,11300000,6,0.5000,647,Medium,5100000,6000000,12800000,4400000,28300000,3.42424,2.50442,1,0," Approved",1
1961,2," Graduate"," Yes",4900000,12600000,2,0.1667,767,High,1100000,7400000,13000000,3800000,25300000,2.57143,2.00794,1,0," Approved",1
1962,4," Not Graduate"," No",5300000,10700000,12,1.0000,821,High,15400000,10200000,17600000,2600000,45800000,2.01887,4.28037,1,0," Approved",1
1963,4," Not Graduate"," No",7200000,17700000,6,0.5000,338,Low,9900000,9300000,27800000,7200000,54200000,2.45833,3.06215,1,0," Rejected",0
1964,0," Graduate"," No",8400000,24300000,4,0.3333,785,High,11900000,10100000,26600000,8500000,57100000,2.89286,2.34979,0,0," Approved",1
1965,3," Graduate"," No",3800000,11800000,4,0.3333,694,Medium,0,500000,8300000,5100000,13900000,3.10526,1.17797,1,0," Approved",1
1966,0," Not Graduate"," No",9900000,22300000,20,1.6667,613,Medium,28400000,8900000,23600000,4900000,65800000,2.25253,2.95067,0,0," Approved",1
1967,4," Graduate"," Yes",2900000,8300000,10,0.8333,318,Low,8700000,4100000,10900000,2100000,25800000,2.86207,3.10843,1,0," Rejected",0
1968,3," Not Graduate"," Yes",6000000,18700000,18,1.5000,783,High,2800000,8500000,20300000,8800000,40400000,3.11667,2.16043,1,0," Approved",1
1969,2," Not Graduate"," No",1700000,5300000,20,1.6667,761,High,2500000,500000,3700000,1200000,7900000,3.11765,1.49057,1,0," Approved",1
1970,4," Graduate"," Yes",5300000,12000000,10,0.8333,329,Low,15300000,9300000,17300000,6100000,48000000,2.26415,4.00000,1,0," Rejected",0
1971,5," Not Graduate"," Yes",7500000,15000000,14,1.1667,661,Medium,12100000,5800000,29900000,4400000,52200000,2.00000,3.48000,1,0," Approved",1
1972,4," Not Graduate"," No",400000,900000,18,1.5000,339,Low,700000,200000,800000,200000,1900000,2.25000,2.11111,1,0," Rejected",0
1973,1," Graduate"," Yes",8300000,17700000,10,0.8333,673,Medium,23700000,5300000,28700000,4200000,61900000,2.13253,3.49718,1,0," Approved",1
1974,3," Graduate"," No",4500000,16900000,18,1.5000,748,Medium,8500000,7200000,15100000,6600000,37400000,3.75556,2.21302,1,0," Approved",1
1975,3," Graduate"," No",4600000,10000000,4,0.3333,702,Medium,6800000,1500000,16100000,4500000,28900000,2.17391,2.89000,1,0," Approved",1
1976,4," Not Graduate"," No",4700000,10300000,12,1.0000,710,Medium,7500000,7700000,16900000,6600000,38700000,2.19149,3.75728,1,0," Approved",1
1977,0," Graduate"," Yes",900000,3500000,6,0.5000,331,Low,2400000,1400000,3500000,1100000,8400000,3.88889,2.40000,0,0," Rejected",0
1978,1," Not Graduate"," No",2400000,7600000,12,1.0000,372,Low,5700000,4400000,6600000,1400000,18100000,3.16667,2.38158,1,0," Rejected",0
1979,0," Not Graduate"," Yes",3900000,9600000,10,0.8333,783,High,9900000,2100000,10900000,3900000,26800000,2.46154,2.79167,0,0," Approved",1
1980,0," Graduate"," No",8300000,31400000,18,1.5000,558,Low,13300000,2900000,25900000,6300000,48400000,3.78313,1.54140,0,0," Approved",1
1981,4," Graduate"," Yes",4700000,13000000,6,0.5000,552,Low,5600000,8300000,11900000,2400000,28200000,2.76596,2.16923,1,0," Approved",1
1982,4," Not Graduate"," No",3900000,10600000,20,1.6667,544,Low,4100000,3100000,10900000,4900000,23000000,2.71795,2.16981,1,0," Rejected",0
1983,2," Not Graduate"," No",400000,1000000,6,0.5000,425,Low,800000,300000,800000,200000,2100000,2.50000,2.10000,1,0," Rejected",0
1984,2," Not Graduate"," Yes",1700000,5100000,18,1.5000,321,Low,2000000,2800000,5100000,1500000,11400000,3.00000,2.23529,1,0," Rejected",0
1985,2," Graduate"," Yes",6100000,15500000,8,0.6667,758,High,8900000,4000000,13300000,7200000,33400000,2.54098,2.15484,1,0," Approved",1
1986,5," Graduate"," Yes",7300000,19600000,10,0.8333,373,Low,10400000,4700000,19500000,10600000,45200000,2.68493,2.30612,1,0," Rejected",0
1987,3," Not Graduate"," Yes",300000,500000,6,0.5000,876,High,300000,100000,1100000,300000,1800000,1.66667,3.60000,1,0," Approved",1
1988,2," Not Graduate"," No",4300000,14500000,10,0.8333,594,Low,11400000,700000,14000000,5300000,31400000,3.37209,2.16552,1,0," Approved",1
1989,3," Not Graduate"," No",7000000,18400000,18,1.5000,837,High,2800000,7900000,15400000,5700000,31800000,2.62857,1.72826,1,0," Approved",1
1990,0," Not Graduate"," Yes",4900000,16500000,4,0.3333,600,Medium,11100000,2200000,12000000,6500000,31800000,3.36735,1.92727,0,0," Approved",1
1991,4," Graduate"," No",6200000,12400000,20,1.6667,547,Low,14200000,10800000,17200000,8000000,50200000,2.00000,4.04839,1,0," Rejected",0
1992,1," Not Graduate"," No",4100000,15800000,12,1.0000,431,Low,9700000,7300000,15200000,5700000,37900000,3.85366,2.39873,1,0," Rejected",0
1993,0," Not Graduate"," Yes",7300000,22600000,12,1.0000,851,High,3300000,3400000,24800000,5300000,36800000,3.09589,1.62832,0,0," Approved",1
1994,4," Not Graduate"," Yes",9200000,28100000,12,1.0000,760,High,23200000,9700000,22300000,12900000,68100000,3.05435,2.42349,1,0," Approved",1
1995,0," Not Graduate"," No",800000,2400000,2,0.1667,716,Medium,700000,1200000,3100000,400000,5400000,3.00000,2.25000,0,0," Approved",1
1996,4," Not Graduate"," No",2900000,11200000,10,0.8333,744,Medium,6600000,4000000,7300000,1600000,19500000,3.86207,1.74107,1,0," Approved",1
1997,3," Not Graduate"," No",8100000,21600000,4,0.3333,740,Medium,22400000,3700000,16900000,9900000,52900000,2.66667,2.44907,1,0," Approved",1
1998,0," Graduate"," No",9300000,20300000,14,1.1667,759,High,27000000,11600000,26500000,10900000,76000000,2.18280,3.74384,0,0," Approved",1
1999,4," Graduate"," Yes",9200000,29400000,14,1.1667,517,Low,4900000,0,33500000,10100000,48500000,3.19565,1.64966,1,0," Rejected",0
